Year of Manufacture,Car Make,Car Full Title,Cash Price (USD),Exterior,Interior,Mileage,Fuel Type,MPG,Transmission,Drivetrain,Engine,Location,Listed Since,VIN,Stock Number,Features,Financing Support,Price Category,City MPG,Highway MPG,Price Segment,Top Exterior Color,State,Top State,Listed Days,Cluster,Expected_Days_To_Sell,Probability_Sold_30Days,Total_Expected_Days
2017,Hyundai,2017 Hyundai Elantra Se 2.0L Sedan Automatic (Alt),8200,Shale Gray Metallic,Gray,98510,Gas,29 city / 38 highway,Automatic Transmission,Fwd,2.0L Inline-4 Gas Inline,"Virginia Beach, Va",62 days ago,5NPD74LF1HH066544,,"Gray, Premium Cloth Seat Trim; Bluetooth; Exhaust - Dual Tip; Exhaust Tip Color - Stainless Steel; Door Handle Color - Body-Color; Front Bumper Color - Body-Color; Grille Color - Black; Mirror Color - Body-Color; Rear Bumper Color - Body-Color; Window Trim - Black; Steering Ratio - 13.9; Turns Lock-To-Lock - 2.7; Air Filtration; Door Sill Trim - Scuff Plate; Floor Material - Carpet; Front Air Conditioning; Front Air Conditioning Zones - Single; Interior Accents - Metallic-Tone; Rear Vents - Second Row; Shift Knob Trim - Urethane; Steering Wheel Trim - Urethane; Assist Handle - Front; Assist Handle - Rear; Cargo Area Light; Center Console - Front Console With Armrest And Storage; Cupholders - Front; Cupholders - Rear; Multi-Function Remote - Keyless Entry; Multi-Function Remote - Panic Alarm; Multi-Function Remote - Trunk Release; One-Touch Windows - 1; Overhead Console - Front; Power Outlet(S) - Two 12v Front; Power Steering; Power Windows - Lockout Button; Reading Lights - Front; Rearview Mirror - Manual Day/Night; Steering Wheel - Tilt And Telescopic; Storage - Accessory Hook; Storage - Door Pockets; Storage - Sunglasses Holder; Vanity Mirrors - Dual; Front Brake Type - Ventilated Disc; Front Shock Type - Twin-Tube Gas; Front Spring Type - Coil; Front Struts - Macpherson; Front Suspension Type - Lower Control Arms; Hill Holder Control; Rear Brake Type - Drum; Rear Shock Type - Monotube; Rear Spring Type - Coil; Rear Suspension Type - Torsion Beam; Abs - 4-Wheel; Axle Ratio - 3.07; Braking Assist; Drive Mode Selector; Electronic Brakeforce Distribution; Front Brake Diameter - 11.0; Front Stabilizer Bar - Diameter 22 Mm; Front Suspension Classification - Independent; Power Brakes; Rear Brake Diameter - 8.0; Rear Suspension Classification - Semi-Independent; Stability Control; Traction Control; Alternator - 150 Amps; Battery - Maintenance-Free; Battery Saver; Gauge - Tachometer; In-Dash Cd - Mp3 Playback; Infotainment Screen Size - 3.5 In.; Total Speakers - 6; Warnings And Reminders - Coolant Temperature Warning; Warnings And Reminders - Lamp Failure; Warnings And Reminders - Low Oil Pressure; Antenna Type - Diversity; Antenna Type - Element; Auxiliary Audio Input - Ipod/Iphone; Auxiliary Audio Input - Jack; Auxiliary Audio Input - Usb; Clock; Digital Odometer; External Temperature Display; Fuel Economy Display - Mpg; Fuel Economy Display - Range; In-Dash Cd - Single Disc; Multi-Function Display; Radio - Am/Fm; Satellite Radio - Siriusxm; Speed Sensitive Volume Control; Trip Odometer; Warnings And Reminders - Low Battery; Warnings And Reminders - Low Fuel Level; Daytime Running Lights; Headlights - Halogen; Spare Tire Mount Location - Inside; Spare Tire Size - Temporary; Spare Wheel Type - Steel; Tire Type - All Season; Wheels - Steel; Tire Pressure Monitoring System; Wheel Covers - Full; See less",Yes,Affordable (5K-15K),29.0,38.0,Affordable,Other,virginia,virginia,62.0,6,10.95,0.4955212092208836,72.95
2019,Hyundai,2019 Hyundai Elantra Se 2.0L Automatic,8226,Quartz White Pearl,Beige,81821,Gas,29 city / 38 highway,Automatic Transmission,Fwd,2.0L Inline-4 Gas Inline,"Freeport, Ny",47 days ago,5NPD74LFXKH472989,MU5305,"Option Group 01; Beige, Premium Cloth Seat Trim; Rear Bumper Applique; Carpeted Floor Mats; First Aid Kit; Wheel Type; Backup Camera; Bluetooth; FIRST AID KIT; QUARTZ WHITE PEARL; REAR BUMPER APPLIQUE; CARPETED FLOOR MATS; BEIGE  PREMIUM CLOTH SEAT TRIM; OPTION GROUP 01; Front Wheel Drive; Power Steering; ABS; Front Disc/Rear Drum Brakes; Brake Assist; Wheel Covers; Steel Wheels; Tires - Front All-Season; Tires - Rear All-Season; Temporary Spare Tire; Power Mirror(s); Rear Defrost; Intermittent Wipers; Variable Speed Intermittent Wipers; Daytime Running Lights; AM/FM Stereo; MP3 Capability; Bluetooth Connection; Auxiliary Audio Input; Steering Wheel Audio Controls; Bucket Seats; Pass-Through Rear Seat; Rear Bench Seat; Adjustable Steering Wheel; Trip Computer; Power Windows; Keyless Entry; Power Door Locks; Remote Trunk Release; A/C; Cloth Seats; Driver Vanity Mirror; Passenger Vanity Mirror; Power Windows; Power Door Locks; Trip Computer; Security System; Traction Control; Stability Control; Traction Control; Front Side Air Bag; Tire Pressure Monitor; Driver Air Bag; Passenger Air Bag; Front Head Air Bag; Rear Head Air Bag; Passenger Air Bag Sensor; Knee Air Bag; Child Safety Locks; Back-Up Camera; See less",Yes,Affordable (5K-15K),29.0,38.0,Affordable,Other,new york,new york,47.0,6,9.15,0.5184234294551966,56.15
2020,Hyundai,2020 Hyundai Elantra Se Ivt (Sulev),9995,Phantom Black,Black,64850,Gas,30 city / 40 highway,Automatic Transmission,Fwd,2.0L Inline-4 Gas Inline,"Escondido, Ca",12 days ago,5NPD74LFXLH605266,13759,"Option Group 01; Black, Premium Cloth Seat Trim; Cargo Package (C1); Rear Bumper Applique; Carpeted Floor Mats; Dual Usb Charger; Center Console Tray; First Aid Kit; See less; Wheel Type; Climate Control; Lane Keep Assist; Backup Camera; Bluetooth",Yes,Affordable (5K-15K),30.0,40.0,Affordable,Other,california,california,12.0,6,34.65382537262852,0.3969585292514184,46.65382537262852
2017,Hyundai,2017 Hyundai Elantra Limited 2.0L Sedan Automatic (Alt),10873,Phantom Black,Gray,84265,Gas,28 city / 37 highway,Automatic Transmission,Fwd,2.0L Inline-4 Gas Inline,"Houston, Tx",2 days ago,5NPD84LF2HH031377,501713,"Gray, Leather Seating Surfaces; Wheel Locks; Rear Bumper Applique; Carpeted Floor Mats; Cargo Net; Wheel Type; Navigation; Apple CarPlay; Android Auto; Seat Material; Front Heated Seats; Climate Control; Blind Spot System; Backup Camera; Bluetooth; See less; SiriusXM Satellite; ABS (4-Wheel); Bluetooth Wireless; Blue Link Telematics; F&R Head Curtain Air Bags; See all features",Yes,Affordable (5K-15K),28.0,37.0,Affordable,Other,texas,texas,2.0,6,23.97376173190136,0.5844683610313512,25.97376173190136
2019,Hyundai,2019 Hyundai Elantra Sel 2.0L Automatic,10498,Phantom Black,Black,51114,Gas,28 city / 37 highway,Automatic Transmission,Fwd,2.0L Inline-4 Gas Inline,"Orlando, Fl",44 days ago,5NPD84LF4KH491213,H491213,"Option Group 01; Black, Premium Cloth Seat Trim; Rear Bumper Applique; Mudguards; Carpeted Floor Mats; Cargo Net; First Aid Kit; See less; Wheel Type; Apple CarPlay; Android Auto; Climate Control; Blind Spot System; See all features; FIRST AID KIT; REAR BUMPER APPLIQUE; CARGO NET; PHANTOM BLACK; CARPETED FLOOR MATS; See all features",Yes,Affordable (5K-15K),28.0,37.0,Affordable,Other,florida,florida,44.0,6,7.949999999999999,0.4361000591827502,51.95
2018,Hyundai,2018 Hyundai Elantra Sel 2.0L Sedan Automatic,7995,Machine Gray,Gray,103799,Gas,28 city / 37 highway,Automatic Transmission,Fwd,2.0L Inline-4 Gas Inline,"Falls Church, Va",8 days ago,5NPD84LF5JH249738,N8233,"Gray, Cloth Seat Trim; Mud Guards; Carpeted Floor Mats; Cargo Net; Reversible Cargo Tray; First Aid Kit; Wheel Type; Apple CarPlay; Android Auto; Climate Control; Blind Spot System; Backup Camera; Bluetooth; See less; Exhaust - Dual Tip; Door Handle Color - Body-Color; Exhaust Tip Color - Chrome; Front Bumper Color - Body-Color; Grille Color - Black; See all features",Yes,Affordable (5K-15K),28.0,37.0,Affordable,Other,virginia,virginia,8.0,6,24.353007602395305,0.5322348237526651,32.35300760239531
2020,Hyundai,2020 Hyundai Elantra Sel 2.0L Ivt,9444,Stellar Silver,Gray,81785,Gas,30 city / 40 highway,Automatic Transmission,Fwd,2.0L Inline-4 Gas Inline,"Fairfax, Va",12 days ago,5NPD84LF6LH581383,ABS7405,"Option Group 01; Gray, Premium Cloth Seat Trim; Wheel Type; Apple CarPlay; Android Auto; Climate Control; Blind Spot System; Lane Keep Assist; Backup Camera; Bluetooth; See less; A/C Front; Alloy Wheels; Anti-Lock Brakes; Driver Air Bag; Power Mirrors; See all features",Yes,Affordable (5K-15K),30.0,40.0,Affordable,Other,virginia,virginia,12.0,6,28.004842823069765,0.5086497941730479,40.004842823069765
2020,Hyundai,2020 Hyundai Elantra Sel Ivt (Sulev),9990,Portofino Gray,Gray,58662,Gas,30 city / 40 highway,Automatic Transmission,Fwd,2.0L Inline-4 Gas Inline,"Farmingdale, Ny",55 days ago,5NPD84LF6LH627505,800665,"Option Group 01; Gray, Premium Cloth Seat Trim; Wheel Type; Apple CarPlay; Android Auto; Climate Control; Blind Spot System; Lane Keep Assist; Backup Camera; Bluetooth; See less; Abs - 4-Wheel; Air Filtration; Airbag Deactivation - Occupant Sensing Passenger; Alternator - 120 Amps; Antenna Type - Element; See all features",Yes,Affordable (5K-15K),30.0,40.0,Affordable,Other,new york,new york,55.0,6,12.45,0.4731318943280501,67.45
2019,Hyundai,2019 Hyundai Elantra Sel 2.0L Automatic,9295,Symphony Silver,Black,104336,Gas,28 city / 37 highway,Automatic Transmission,Fwd,2.0L Inline-4 Gas Inline,"Orlando, Fl",44 days ago,5NPD84LF7KH421642,KH421642,"Black, Premium Cloth Seat Trim; Wheel Type; Apple CarPlay; Android Auto; Climate Control; Blind Spot System; Lane Keep Assist; Backup Camera; Bluetooth; See less; Lane Keeping Assist; Cargo Package -Inc: Reversible Cargo Tray; Cargo Net; Trunk Hooks (Pio); Black; See all features",Yes,Affordable (5K-15K),28.0,37.0,Affordable,Other,florida,florida,44.0,6,13.2,0.4507964312159782,57.2
2024,Bmw,2024 Bmw X3 Xdrive30I Awd,26695,Dark Graphite Metallic,Black,40912,Gas,21 city / 28 highway,Automatic Transmission,Awd,2.0L Inline-4 Gas Inline,"Commack, Ny",58 days ago,5UX53DP07R9T91214,53746,Wheel Type; Power Trunk/Liftgate; Navigation; Apple CarPlay; Android Auto; Seat Material; Climate Control; Blind Spot System; Lane Keep Assist; Backup Camera; Parking Sensors; Bluetooth; See less; Navigation; Navigation System; Connected Package Pro; 12 Speakers; AM/FM Radio; See all features,Yes,Mid-range (15K-30K),21.0,28.0,Mid-range,Other,new york,new york,58.0,7,8.549999999999999,0.5084745453145911,66.55
2013,Hyundai,2013 Hyundai Elantra Gls Sedan Automatic,5883,Venetian Red Mica,Beige,91569,Gas,28 city / 38 highway,Automatic Transmission,Fwd,1.8L Inline-4 Gas Inline,"Coconut Creek, Fl",15 days ago,5NPDH4AE1DH454228,T1136FG,"Preferred PKG; Beige, Cloth Seat Trim; First Aid Kit; Rear Bumper Applique; Carpeted Floor Mats; Front Heated Seats; Bluetooth; GLS Preferred Package; Option Group 02; 6 Speakers; AM/FM radio: XM; CD player; Radio: Autonet AM/FM/CD/MP3 w/SiriusXM Satellite; Air Conditioning; Manual Air Conditioning; Rear Defroster; Rear window defroster; 60/40 Split Fold-Down Rear Seatback; Power steering; Power windows; Power Windows w/Driver's Auto-Down; Remote keyless entry; Tire Pressure Monitoring System; Speed-sensing steering; Traction control; 4-Wheel Disc Brakes; ABS brakes; ABS w/Electronic Brake Force Distribution (EBD); Dual front impact airbags; Dual front side impact airbags; Front anti-roll bar; Front wheel independent suspension; Low tire pressure warning; Motor Driven Power Steering (MDPS); Occupant sensing airbag; Overhead airbag; Power Door Locks; Brake assist; Electronic Stability Control; Traction Control System; Vehicle Stability Management; Delay-off headlights; Front Fog Lights; Advanced Dual Front Airbags; First Aid Kit; Panic alarm; Remote Keyless Entry System w/Alarm; Security system; Speed control; Steering Wheel Mounted Cruise Control; Bodycolor Door Handles & Mirrors; Bumpers: body-color; Daytime Running Lights; Dual Heated Power Outside Mirrors; Heated door mirrors; Power door mirrors; Rear Bumper Applique; Windshield Shade Band; Carpeted Floor Mats; Driver door bin; Driver vanity mirror; Front & Rear Door Map Pockets; Front reading lights; Illuminated entry; Map & Cargo Area Lights; Outside temperature display; Overhead console; Passenger vanity mirror; Rear seat center armrest; Tachometer; Telescopic Steering Wheel; Telescoping steering wheel; Tilt Steering Wheel; Tilt steering wheel; Trip Computer; Trip computer; Trunk Lid Inner Cover; Adjustable Head Restraints; Center Console w/Storage Compartment & Armrest; Front Bucket Seats; Heated Front Bucket Seats; Premium Cloth Seating Surfaces; Split folding rear seat; Front Center Armrest w/Storage; Lower Multi-Box w/Cover; Passenger door bin; Solar Glass; Front 2-Speed Intermittent Wipers; Variably intermittent wipers; The Mazda store that gives you MORE!!; Value pricing made us #1; customer service keeps us there!!!; Family Owned and operated since 1975; Discover the difference at the Mazda store that gives you MORE!!!; See less",No,Affordable (5K-15K),28.0,38.0,Affordable,Other,florida,florida,15.0,5,25.35445174434294,0.5089376810833169,40.35445174434294
2013,Hyundai,2013 Hyundai Elantra Gls Sedan Automatic,7995,Shimmering White,Beige,58046,Gas,28 city / 38 highway,Automatic Transmission,Fwd,1.8L Inline-4 Gas Inline,"Virginia Beach, Va",39 days ago,5NPDH4AE2DH310851,AO-547,"Standard Equipment PKG; Beige, Cloth Seat Trim; First Aid Kit; Cargo Tray; Carpeted Floor Mats; Traction Control; Daytime Running Lights; F&R Head Curtain Air Bags; 4-Cyl PZEV 1.8 Liter; Power Door Locks; Keyless Entry; SiriusXM Satellite; Auto 6-Spd w/Shftrnc; AM/FM Stereo; Side Air Bags; Anti-Theft System; CD/MP3 (Single Disc); Power Steering; Tilt & Telescoping Wheel; FWD; Stability Control; Air Conditioning; Power Windows; Alloy Wheels; Dual Air Bags; Cruise Control; ABS (4-Wheel); See less",No,Affordable (5K-15K),28.0,38.0,Affordable,Other,virginia,virginia,39.0,5,6.0,0.5890930616012826,45.0
2013,Hyundai,2013 Hyundai Elantra Gls Sedan Automatic,8998,Shimmering White,Beige,43420,Gas,28 city / 38 highway,Manual Transmission,Fwd,1.8L Inline-4 Gas Inline,"Waltham, Ma",134 days ago,5NPDH4AE7DH254907,,"Preferred PKG; Beige, Cloth Seat Trim; First Aid Kit; Cargo Net; Carpeted Floor Mats; Auto Dimming Rearview Mirror with Homelink; Front Heated Seats; Bluetooth; Door Handle Color - Body-Color; Front Bumper Color - Body-Color; Grille Color - Chrome; Mirror Color - Body-Color; Rear Bumper Color - Body-Color; Window Trim - Black; Steering Ratio - 14.2; Turns Lock-To-Lock - 2.90; Air Filtration; Door Sill Trim - Scuff Plate; Floor Material - Carpet; Front Air Conditioning; Front Air Conditioning Zones - Single; Shift Knob Trim - Urethane; Steering Wheel Trim - Urethane; Interior Accents - Metallic-Tone; Armrests - Rear Folding; Rear Vents - Second Row; Armrests - Rear Center With Cupholders; Assist Handle - Front; Assist Handle - Rear; Cargo Cover; Center Console - Front Console With Armrest And Storage; Cruise Control; Cupholders - Front; Cupholders - Rear; Multi-Function Remote - Keyless Entry; Multi-Function Remote - Trunk Release; Power Outlet(S) - Two 12v; Steering Wheel - Tilt And Telescopic; Storage - Accessory Hook; Storage - Door Pockets; Storage - Front Seatback; Storage - Sunglasses Holder; Power Steering - Variable/Speed-Proportional; Vanity Mirrors - Dual; Multi-Function Remote - Panic Alarm; Cargo Area Light; Reading Lights - Front; One-Touch Windows - 1; Power Windows - Lockout Button; Rearview Mirror - Manual Day/Night; Abs - 4-Wheel; Axle Ratio - 4.33; Braking Assist; Electronic Brakeforce Distribution; Front Brake Diameter - 11.0; Front Stabilizer Bar - Diameter 22 Mm; Front Suspension Classification - Independent; Rear Brake Diameter - 10.3; Rear Suspension Classification - Semi-Independent; Stability Control; Traction Control; Front Shock Type - Twin-Tube Gas; Front Spring Type - Coil; Front Suspension Type - Lower Control Arms; Rear Shock Type - Gas; Rear Spring Type - Coil; Rear Suspension Type - Torsion Beam; Front Struts - Macpherson; Front Brake Type - Ventilated Disc; Rear Brake Type - Disc; Alternator - 90 Amps; Battery Saver; Antenna Type - Diversity; Antenna Type - Element; Auxiliary Audio Input - Ipod/Iphone; Auxiliary Audio Input - Jack; Auxiliary Audio Input - Usb; Clock; Digital Odometer; External Temperature Display; In-Dash Cd - Single Disc; Radio - Am/Fm; Satellite Radio - Siriusxm; Speed Sensitive Volume Control; Trip Odometer; Warnings And Reminders - Low Battery; Warnings And Reminders - Low Fuel Level; Warnings And Reminders - Low Oil Level; Watts - 172; In-Dash Cd - Mp3 Playback; Total Speakers - 6; Gauge - Tachometer; Daytime Running Lights; Headlights - Auto Delay Off; Headlights - Halogen; Tire Pressure Monitoring System; Wheel Covers - Full; Spare Tire Kit - Inflator Kit; Spare Tire Kit - Tire Sealant; Tire Type - All Season; Wheels - Steel; Front Wipers - Variable Intermittent; Power Windows; Solar-Tinted Glass; Window Defogger - Rear; Active Head Restraints - Dual Front; Child Seat Anchors - Latch System; Crumple Zones - Front; See less",No,Affordable (5K-15K),28.0,38.0,Affordable,Other,massachusetts,Unmatched,134.0,5,5.85,0.6718517752456001,139.85
2013,Hyundai,2013 Hyundai Elantra Gls Sedan Automatic,5900,Shimmering White,Beige,90348,Gas,28 city / 38 highway,Automatic Transmission,Fwd,1.8L Inline-4 Gas Inline,"Tacoma, Wa",64 days ago,5NPDH4AE8DH249151,,"Preferred PKG; Beige, Cloth Seat Trim; Rear Bumper Applique; Cargo Net; Cargo Tray; Mud Guards; Carpeted Floor Mats; See less; Front Heated Seats; Bluetooth; Door Handle Color - Body-Color; Front Bumper Color - Body-Color; Grille Color - Black; Mirror Color - Body-Color; Rear Bumper Color - Body-Color; See all features",No,Affordable (5K-15K),28.0,38.0,Affordable,Other,washington,Unmatched,64.0,5,6.45,0.535504051367566,70.45
2016,Hyundai,2016 Hyundai Elantra Se Sedan Automatic,7995,Venetian Red,Gray,95867,Gas,28 city / 38 highway,Automatic Transmission,Fwd,1.8L Inline-4 Gas Inline,"Escondido, Ca",20 days ago,5NPDH4AE8GH756703,,"Gray, Premium Cloth Seat Trim; Door Handle Color - Body-Color; Front Bumper Color - Body-Color; Grille Color - Chrome; Mirror Color - Body-Color; Rear Bumper Color - Body-Color; Window Trim - Black; Steering Ratio - 14.2; Turns Lock-To-Lock - 2.8; Air Filtration; Door Sill Trim - Scuff Plate; Door Trim - Cloth; Floor Material - Carpet; Front Air Conditioning; Front Air Conditioning Zones - Single; Shift Knob Trim - Urethane; Steering Wheel Trim - Urethane; Interior Accents - Metallic-Tone; Armrests - Rear Folding; Rear Vents - Second Row; Armrests - Rear Center With Cupholders; Assist Handle - Front; Assist Handle - Rear; Cargo Cover; Center Console - Front Console With Armrest And Storage; Cruise Control; Cupholders - Front; Cupholders - Rear; Multi-Function Remote - Keyless Entry; Multi-Function Remote - Trunk Release; Power Outlet(S) - Two 12v; Storage - Accessory Hook; Storage - Door Pockets; Storage - Front Seatback; Storage - Sunglasses Holder; Power Steering - Variable/Speed-Proportional; Multi-Function Remote - Panic Alarm; Steering Wheel - Tilt; Steering Wheel Mounted Controls - Cruise Control; Cargo Area Light; Reading Lights - Front; One-Touch Windows - 1; Power Windows - Lockout Button; Rearview Mirror - Manual Day/Night; Abs - 4-Wheel; Axle Ratio - 2.93; Braking Assist; Electronic Brakeforce Distribution; Front Brake Diameter - 11.0; Front Stabilizer Bar - Diameter 22 Mm; Front Suspension Classification - Independent; Rear Brake Diameter - 10.3; Rear Suspension Classification - Semi-Independent; Stability Control; Traction Control; Hill Holder Control; Front Shock Type - Twin-Tube Gas; Front Spring Type - Coil; Front Suspension Type - Lower Control Arms; Rear Shock Type - Gas; Rear Spring Type - Coil; Rear Suspension Type - Torsion Beam; Front Struts - Macpherson; Front Brake Type - Ventilated Disc; Rear Brake Type - Disc; Alternator - 150 Amps; Battery Saver; Antenna Type - Diversity; Antenna Type - Element; Auxiliary Audio Input - Ipod/Iphone; Auxiliary Audio Input - Jack; Auxiliary Audio Input - Usb; Clock; Digital Odometer; External Temperature Display; Fuel Economy Display - Mpg; Fuel Economy Display - Range; In-Dash Cd - Single Disc; Multi-Function Display; Radio - Am/Fm; Satellite Radio - Siriusxm; Speed Sensitive Volume Control; Trip Odometer; Warnings And Reminders - Low Battery; Warnings And Reminders - Low Fuel Level; Watts - 172; In-Dash Cd - Mp3 Playback; Total Speakers - 6; Gauge - Tachometer; Warnings And Reminders - Coolant Temperature Warning; Warnings And Reminders - Lamp Failure; Warnings And Reminders - Low Oil Pressure; Daytime Running Lights; Headlights - Auto Delay Off; Headlights - Halogen; Tire Pressure Monitoring System; Spare Tire Kit - Inflator Kit; Spare Tire Kit - Tire Sealant; Tire Type - All Season; Wheels - Steel; Front Wipers - Variable Intermittent; See less",Yes,Affordable (5K-15K),28.0,38.0,Affordable,Other,california,california,20.0,6,3.6,0.6959045412660116,23.6
2022,Bmw,2022 Bmw X3 Xdrive30I Awd,21999,Alpine White,Black,53466,Gas,21 city / 28 highway,Automatic Transmission,Awd,2.0L Inline-4 Gas Inline,"Union, Nj",179 days ago,5UX53DP09N9L63196,L63196,Wheel Type; Power Trunk/Liftgate; Navigation; Apple CarPlay; Android Auto; Seat Material; Climate Control; Blind Spot System; Lane Keep Assist; Backup Camera; Parking Sensors; Bluetooth; See less; 4 Cylinder Engine; ABS; 4-Wheel Disc Brakes; 8-Speed A/T; A/C; See all features,Yes,Mid-range (15K-30K),21.0,28.0,Mid-range,Other,new jersey,Unmatched,179.0,7,9.3,0.3788930929284536,188.3
2019,Bmw,2019 Bmw X3 Sdrive30I Rwd,15995,Carbon Black Metallic,Tan,102633,Gas,23 city / 30 highway,Automatic Transmission,Rwd,2.0L Inline-4 Gas Inline,"San Antonio, Tx",3 days ago,5UXTR7C56KLE94371,E94371,Wheel Type; Power Trunk/Liftgate; Seat Material; Climate Control; Backup Camera; Parking Sensors; Bluetooth; See less; Dual Air Bags; Air Conditioning; Dynamic Traction Control; Daytime Running Lights; ABS (4-Wheel); See all features,Yes,Mid-range (15K-30K),23.0,30.0,Mid-range,Other,texas,texas,3.0,1,26.595855047591485,0.5091297175000657,29.595855047591485
2017,Hyundai,2017 Hyundai Sonata Base 2.4L,5995,Shale Gray Metallic,Gray,124250,Gas,25 city / 36 highway,Automatic Transmission,Fwd,2.4L Inline-4 Gas Inline,"Winchester, Va",29 days ago,5NPE24AF0HH472496,,"Option Group 01; Gray, Yes Essentials Premium Cloth Seating Surfaces; Wheel Type; Bluetooth; Door Handle Color - Body-Color; Exhaust Tip Color - Chrome; Front Bumper Color - Body-Color; Grille Color - Metallic; Mirror Color - Body-Color; Rear Bumper Color - Body-Color; Rear Spoiler - Lip; Rear Spoiler Color - Body-Color; Window Trim - Chrome; Steering Ratio - 14.3; Turns Lock-To-Lock - 2.8; Air Filtration; Door Sill Trim - Scuff Plate; Floor Material - Carpet; Front Air Conditioning; Front Air Conditioning Zones - Single; Shift Knob Trim - Urethane; Steering Wheel Trim - Urethane; Interior Accents - Metallic-Tone; Armrests - Rear Folding; Armrests - Rear Center With Cupholders; Assist Handle - Front; Assist Handle - Rear; Center Console - Front Console With Armrest And Storage; Cruise Control; Cupholders - Front; Cupholders - Rear; Multi-Function Remote - Keyless Entry; Multi-Function Remote - Trunk Release; Steering Wheel - Tilt And Telescopic; Steering Wheel Mounted Controls - Audio; Steering Wheel Mounted Controls - Phone; Storage - Accessory Hook; Storage - Door Pockets; Storage - Front Seatback; Cupholders - 4; Power Outlet(S) - Three 12v Front; Power Steering - Variable/Speed-Proportional; Vanity Mirrors - Dual Illuminating; Multi-Function Remote - Panic Alarm; Steering Wheel Mounted Controls - Cruise Control; Cargo Area Light; Courtesy Lights - Door; Reading Lights - Front; One-Touch Windows - 1; Power Windows - Lockout Button; Steering Wheel Mounted Controls - Voice Control; Rearview Mirror - Manual Day/Night; Abs - 4-Wheel; Axle Ratio - 2.90; Braking Assist; Drive Mode Selector; Electronic Brakeforce Distribution; Front Brake Diameter - 12.0; Front Stabilizer Bar - Diameter 23 Mm; Front Suspension Classification - Independent; Power Brakes; Rear Brake Diameter - 11.2; Rear Stabilizer Bar - Diameter 17 Mm; Rear Suspension Classification - Independent; Rear Suspension Type - Multi-Link; Stability Control; Traction Control; Front Shock Type - Gas; Front Spring Type - Coil; Front Suspension Type - Lower Control Arms; Rear Shock Type - Gas; Rear Spring Type - Coil; Front Struts - Macpherson; Front Brake Type - Ventilated Disc; Rear Brake Type - Disc; Alternator - 150 Amps; Battery - Maintenance-Free; Battery Saver; Antenna Type - Diversity; Antenna Type - Mast; Auxiliary Audio Input - Ipod/Iphone; Auxiliary Audio Input - Jack; Auxiliary Audio Input - Usb; Clock; Digital Odometer; External Temperature Display; Fuel Economy Display - Mpg; Fuel Economy Display - Range; In-Dash Cd - Single Disc; Multi-Function Display; Radio - Am/Fm; Radio - Hd Radio; Radio - Touch Screen Display; Radio Data System; Satellite Radio - Siriusxm; Speed Sensitive Volume Control; Trip Odometer; Warnings And Reminders - Low Fuel Level; Warnings And Reminders - Low Oil Level; Electronic Messaging Assistance - With Read Function; Auxiliary Audio Input - Bluetooth; Wireless Data Link - Bluetooth; Internet Radio App - Pandora; In-Dash Cd - Mp3 Playback; See less",No,Affordable (5K-15K),25.0,36.0,Affordable,Other,virginia,virginia,29.0,5,17.570198756698773,0.4756022020833399,46.57019875669877
2019,Hyundai,2019 Hyundai Sonata Se 2.4L,9405,Quartz White Pearl,Black,90460,Gas,26 city / 35 highway,Automatic Transmission,Fwd,2.4L Inline-4 Gas Inline,"Blackfoot, Id",93 days ago,5NPE24AF1KH781563,M3454,"Option Group 01; Black, Yes Essentials Premium Cloth Seating Surfaces; Wheel Type; Apple CarPlay; Android Auto; Blind Spot System; Backup Camera; Bluetooth; 6 Speakers; AM/FM radio; Radio data system; Radio: AM/FM/MP3 Display Audio; Air Conditioning; Rear window defroster; Power steering; Power windows; Remote keyless entry; Steering wheel mounted audio controls; Four wheel independent suspension; Speed-sensing steering; Traction control; 4-Wheel Disc Brakes; ABS brakes; Dual front impact airbags; Dual front side impact airbags; Front anti-roll bar; Knee airbag; Low tire pressure warning; Occupant sensing airbag; Overhead airbag; Rear anti-roll bar; Brake assist; Electronic Stability Control; Exterior Parking Camera Rear; Delay-off headlights; Fully automatic headlights; Panic alarm; Security system; Speed control; Bumpers: body-color; Power door mirrors; Apple CarPlay & Android Auto; Driver door bin; Driver vanity mirror; Front reading lights; Illuminated entry; Outside temperature display; Overhead console; Passenger vanity mirror; Rear seat center armrest; Tachometer; Telescoping steering wheel; Tilt steering wheel; Trip computer; Front Bucket Seats; Front Center Armrest; Split folding rear seat; YES Essentials Premium Cloth Seating Surfaces; Passenger door bin; Reversible Cargo Tray; 16 x 6.5J Aluminum Alloy Wheels; Alloy wheels; Speed-Sensitive Wipers; Variably intermittent wipers; See less",Yes,Affordable (5K-15K),26.0,35.0,Affordable,Other,idaho,Unmatched,93.0,6,13.8,0.3863542322833602,106.8
2016,Hyundai,2016 Hyundai Sonata Se 2.4L,6495,Symphony Silver,Gray,127428,Gas,25 city / 38 highway,Automatic Transmission,Fwd,2.4L Inline-4 Gas Inline,"San Antonio, Tx",9 days ago,5NPE24AF9GH373111,9092,,No,Affordable (5K-15K),25.0,38.0,Affordable,Other,texas,texas,9.0,5,37.38851961549029,0.3838551478821603,46.38851961549029
